Days_Since_Inspection,Total_Safety_Complaints,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,Violations,Adverse_Weather_Metric,Safety_Score,Output
11,4,78.07657247,0.205763433,80.24,4,33492.60989,1,0.061274296,35.93607306,0
10,12,68.50501367,0.374894338,86.4,4,39759.02,3,0.072388521,50.95890411,1
15,5,47.21969006,0.407710783,78.37,1,37034.40564,2,1.351274876,32.78538813,0
11,1,53.91978122,0.432232961,86.42,2,40909.57632,3,0.555593899,48.26484018,0
13,1,65.90701914,0.502553913,79.64,6,37921.07399,1,0.010052366,40.59360731,0
12,0,78.76025524,0.308179589,84.46,2,24784.66387,3,0.335627809,55.06849315,1
9,5,53.32725615,0.317916336,76.65,2,36219.52131,4,0.489011563,65.75342466,1
15,0,66.18049225,0.252283448,80.09,2,33599.09027,0,0.457013215,45.02283105,0
8,11,69.87237922,0.475146772,83.28,3,24641.46415,3,0.122543644,55.84474886,1
10,2,65.99817685,0.547992066,77.34,1,24314.56676,4,0.905640294,38.12785388,0
13,7,54.19325433,0.455312658,87,4,22442.65908,2,0.040289698,27.16894977,0
16,7,49.04284412,0.374533718,81.18,5,32666.80939,1,0.022389162,29.8173516,0
16,0,66.59070191,0.380303642,80.12,4,31164.45231,3,0.056990514,19.7716895,0
15,9,65.13217867,0.330898666,78.24,2,43812.86573,1,0.59022175,42.96803653,0
12,12,62.26071103,0.403022719,78.85,6,38068.07041,0,0.009399694,41.96347032,0
10,9,57.52051048,0.351093401,83.72,7,29171.21137,2,0.00269001,75.66210046,1
12,23,63.67365542,0.258774612,77.94,3,10850.54974,3,0.051279793,53.92694064,1
16,10,49.04284412,0.280772449,78.95,4,26026.02897,2,0.048450867,29.8173516,0
13,4,70.41932543,0.361190768,81.26,4,32908.29368,0,0.059734503,50.59360731,1
17,10,84.27529626,0.293394158,83.22,2,48513.29459,3,0.664582259,15.98173516,0
13,6,61.4402917,0.26851136,81.1,4,33355.86404,2,0.061452587,26.94063927,0
15,2,55.60619872,0.286902993,77.83,2,26770.26254,3,0.361178741,44.52054795,0
9,8,58.70556062,0.2959185,80.55,4,22429.8626,3,0.040335528,42.23744292,0
12,2,79.1704649,0.230646232,79.63,7,37614.55942,1,0.003480723,65.66210046,1
2,3,76.61804923,0.455673278,76.18,4,49986.89941,2,0.091488709,77.67123288,1
17,17,37.73928897,0.399416516,80.71,2,30393.23661,2,0.408795984,24.88584475,0
12,5,66.08933455,0.266347638,76.79,1,24354.54712,3,0.898387825,31.64383562,0
17,21,41.43117593,0.537894699,78.76,3,10571.27058,3,0.056017301,37.76255708,0
17,4,63.94712853,0.264183916,78.4,3,38340.12169,2,0.1914681,39.45205479,0
9,28,73.01731996,0.330898666,77.85,7,3470.002175,1,0.001307884,54.84018265,1
6,0,66.49954421,0.311785792,79.06,5,35730.89714,2,0.024712214,89.08675799,1
11,1,58.61440292,0.470458709,82.34,6,28815.42726,2,0.007438602,45.52511416,0
14,11,58.75113947,0.448100252,78.15,3,45004.0014,2,0.224051805,34.79452055,0
7,6,76.75478578,0.293033538,75.88,4,42688.63692,3,0.078690309,48.63013699,0
15,7,70.14585232,0.317195096,78.58,3,19783.47135,2,0.099943014,33.74429224,0
16,18,67.36554239,0.398334656,81.86,7,19804.49457,1,0.002037902,41.32420091,0
16,8,59.61713765,0.338111071,76.95,4,21620.87164,1,0.039675653,18.21917808,0
9,5,63.44576117,0.256610891,81.53,1,29887.2365,1,1.103234634,42.69406393,0
10,1,62.80765725,0.286181753,75.31,4,18426.27714,4,0.034097724,38.99543379,0
9,18,65.26891522,0.334865489,82.3,2,33226.13069,3,0.450817704,65.98173516,1
20,1,73.65542388,0.384270465,81.15,4,26274.69289,2,0.047871629,28.58447489,0
8,22,71.96900638,0.318637577,81.9,7,64297.65122,3,0.004383559,44.84018265,0
14,3,53.50957156,0.392204111,81.06,2,33591.98082,1,0.453693975,24.15525114,0
13,5,65.58796718,0.313588893,76.49,4,47507.71687,2,0.086532665,38.58447489,0
8,18,65.22333637,0.399055896,76.33,5,45578.4419,1,0.029482205,68.76712329,1
16,2,81.17593437,0.289427335,81.7,6,29272.47245,1,0.007350708,29.08675799,0
15,3,53.372835,0.47226181,79.46,4,27296.49509,2,0.049622739,19.40639269,0
15,0,54.37556974,0.252644068,81.05,4,27350.12992,1,0.050379357,33.01369863,0
12,1,50.95715588,0.439445366,86.34,2,35580.6487,3,0.483125215,55.02283105,1
18,1,74.74931632,0.389679769,81.15,4,37047.55116,3,0.067297134,36.30136986,0
16,12,62.44302644,0.314670754,77.53,6,33914.11688,1,0.009187615,18.53881279,0
16,2,65.99817685,0.329456185,77.69,5,39029.83351,1,0.026012414,42.96803653,0
10,5,49.27073838,0.384991706,81.43,7,43968.59426,1,0.003846037,50.2283105,1
18,0,50.82041933,0.439445366,82.31,2,55189.50582,0,0.751591485,34.38356164,0
17,4,59.61713765,0.529600433,80.19,3,24122.30663,1,0.120097893,25.98173516,0
12,40,55.46946217,0.727580959,79.66,3,39022.5829,3,0.194834612,56.25570776,1
12,6,68.41385597,0.277526866,81.39,4,40821.19588,2,0.07489833,30.3196347,0
6,4,80.03646308,0.224876307,80.41,1,33186.72081,3,1.21979395,54.70319635,1
11,1,77.07383774,0.24218608,83.17,2,34747.02646,3,0.471153593,57.53424658,1
8,14,56.83682771,0.502914533,76.41,7,36458.58021,2,0.002949219,80.59360731,1
11,2,48.4958979,0.691158312,80.47,2,42231.82324,3,0.56896912,55.25114155,1
17,14,59.79945305,0.469376848,76.04,7,22951.83593,3,0.0023283,50.2739726,1
21,0,52.87146764,0.4311511,77.82,7,35901.48037,1,0.003022079,6.02739726,0
18,9,66.08933455,0.254447169,75.25,4,22535.73019,0,0.040926354,12.96803653,0
17,0,63.40018232,0.251922827,78.2,7,36059.22158,3,0.003116459,13.69863014,0
16,22,67.68459435,0.25552903,83.03,4,31925.74278,2,0.058381927,42.69406393,0
16,3,59.29808569,0.439084746,81.38,2,44363.18912,3,0.598789654,40.1826484,0
14,17,72.92616226,0.391482871,75.29,2,25016.36379,0,0.337996375,48.90410959,0
14,3,62.26071103,0.461803823,83.19,4,28465.35424,3,0.052047201,25.66210046,0
7,8,86.00729262,0.484522899,83.19,1,23785.9624,3,0.870409654,49.17808219,0
14,4,78.44120328,0.308179589,78.54,5,43972.09717,2,0.030324009,48.17351598,0
14,16,49.63536919,0.437281644,77.89,3,26137.02409,1,0.128573249,46.34703196,0
8,2,70.37374658,0.293754778,85.64,7,38405.20903,2,0.003434911,55.84474886,1
15,2,72.97174111,0.39112225,81.56,7,15088.78111,2,0.001431979,55.02283105,1
11,3,71.28532361,0.194944825,77.96,5,32944.33368,2,0.021863467,59.13242009,1
10,4,51.00273473,0.717844212,76.02,7,38888.75301,1,0.003628838,76.39269406,1
8,12,63.12670921,0.563138118,76.09,3,43209.8141,3,0.214244805,55.25114155,1
7,8,88.05834093,0.2959185,75.35,1,31117.25437,4,1.139181357,48.44748858,0
18,2,60.98450319,0.401940858,76.66,2,32729.71996,3,0.442732959,9.680365297,0
7,21,49.95442115,0.435478543,80.98,5,26065.45381,3,0.016908445,59.7716895,1
13,4,75.38742024,0.333062387,78.64,7,31746.63443,2,0.00269001,63.92694064,1
14,6,45.53327256,0.359387667,77.68,2,31355.61349,3,0.424285999,24.38356164,0
13,0,68.36827712,0.398695276,81.48,2,40840.64636,0,0.551040805,28.94977169,0
9,11,70.87511395,0.4044652,82.08,4,49040.71611,3,0.090592444,42.23744292,0
21,7,77.07383774,0.321161918,81.31,6,31750.40468,1,0.00812808,13.92694064,0
9,12,62.03281677,0.385352326,85.99,7,29171.21137,3,0.002611961,76.39269406,1
13,0,48.72379216,0.511569419,81.05,1,29636.50204,3,1.096336157,28.90410959,0
9,1,80.62898815,0.223433826,81.61,1,27215.1382,3,1.008607933,42.64840183,0
11,11,49.63536919,0.543664623,82.23,7,39795.04301,3,0.003657956,57.44292237,1
12,11,60.48313582,0.556646953,75.94,1,27127.92461,5,0.996497974,31.23287671,0
19,0,56.83682771,0.786362063,79.64,3,19494.85874,2,0.094561641,32.73972603,0
11,11,69.00638104,0.253725929,79.08,7,31719.30836,1,0.002728928,68.67579909,1
11,6,72.56153145,0.351454021,77.72,3,31439.46848,3,0.157836605,45.06849315,0
12,1,41.61349134,0.645359538,78.9,7,24600.5651,3,0.002148512,41.82648402,0
16,0,65.13217867,0.396892175,80.12,6,38525.41418,2,0.010052366,29.9543379,0
10,0,71.28532361,0.41780815,84.92,4,40160.7024,2,0.074570854,38.26484018,0
15,11,74.74931632,0.428266138,81.15,1,22087.48601,3,0.815759669,21.27853881,0
11,5,84.00182315,0.351093401,81.38,2,35354.64915,2,0.478306032,58.12785388,1
15,2,67.36554239,0.507963217,80.98,3,30071.57756,2,0.14944739,33.24200913,0
10,5,61.85050137,0.245792283,77.29,6,30026.55441,3,0.007503479,49.5890411,0
14,15,76.93710119,0.453870177,84.28,6,33944.64314,1,0.008270877,35.52511416,0
18,1,70.23701003,0.387516048,87.11,1,24312.57633,3,0.890281948,35.38812785,0
19,0,65.58796718,0.279329968,78.41,2,22969.33828,2,0.311631545,44.20091324,0
10,2,58.70556062,0.2959185,77.13,4,28183.32313,2,0.052019506,38.08219178,0
13,0,76.75478578,0.242907321,81.04,5,27417.59945,2,0.018465146,40.0456621,0
11,17,69.91795807,0.307097728,76.56,5,16673.2615,1,0.011600334,56.94063927,1
15,4,77.89425706,0.243989181,81.73,2,37085.87476,4,0.498635559,42.96803653,0
13,7,42.023701,0.589824017,79.58,7,31898.64017,2,0.002871009,62.37442922,1
12,4,56.97356427,0.542582762,81.72,2,37342.65062,2,0.506304901,54.42922374,1
10,15,55.69735643,0.311785792,78.28,3,35207.39867,2,0.17583753,50.82191781,1
20,3,61.62260711,0.444133429,81.06,7,13790.87447,3,0.001459797,39.6803653,0
8,1,70.46490428,0.32296502,76.4,5,44036.81466,1,0.029708181,68.63013699,1
16,7,61.53144941,0.237858637,80.22,2,40686.38439,2,0.551381418,40.1826484,0
9,24,83.7739289,0.433675442,86.36,7,25796.94853,2,0.002414052,43.28767123,0
16,6,53.23609845,0.724335377,78.55,3,45350.76032,2,0.222405152,40.77625571,0
13,13,75.75205105,0.311064551,76.93,7,32690.62577,3,0.00302253,61.82648402,1
13,2,59.98176846,0.375254959,83.96,3,13468.0085,2,0.063996525,38.40182648,0
9,6,52.05104831,0.380303642,79.66,3,14515.79515,2,0.075315564,41.78082192,0
15,0,63.35460346,0.576481067,78.18,4,40729.81478,0,0.07439772,22.92237443,0
15,7,57.52051048,0.444133429,79.6,7,47578.16088,2,0.004404294,57.12328767,1
14,4,68.09480401,0.369845655,78.42,2,28208.25937,2,0.379538267,49.45205479,0
7,1,76.75478578,0.293033538,80.2,6,23412.78228,0,0.006137196,48.44748858,0
20,2,89.88149499,0.21513956,77.91,4,38564.12923,2,0.07015033,4.931506849,0
14,6,52.09662716,0.490292824,83.57,2,37251.6714,1,0.504117435,49.26940639,0
20,2,62.62534184,0.383188604,79.01,7,13538.09195,2,0.001244245,41.68949772,0
18,2,59.02461258,0.278608727,78.17,3,42046.75094,2,0.209489041,22.19178082,0
11,1,50.77484047,0.626607285,76.26,1,10587.35258,3,0.202495647,46.80365297,0
17,15,69.59890611,0.333423008,76.33,2,26900.70286,2,0.365529248,37.44292237,0
16,11,53.23609845,0.524191129,82.71,1,21022.74327,3,0.775459295,40.77625571,0
12,2,43.66453965,0.585496574,80.19,3,37438.2062,2,0.185647076,55.11415525,1
15,0,53.91978122,0.469376848,77.63,4,36624.27963,1,0.067472636,20.1826484,0
10,6,73.74658159,0.347847818,78.64,3,29213.27813,0,0.145829384,51.18721461,1
22,2,63.90154968,0.353617743,80.86,3,25720.91641,2,0.128896402,1.415525114,0
10,0,65.45123063,0.505078255,77.55,5,31051.27797,0,0.02003023,49.26940639,0
12,3,61.48587056,0.514093761,77.55,7,25648.66761,0,0.002366971,53.15068493,1
17,3,38.14949863,0.705583123,77.67,6,31647.88432,2,0.008024948,14.47488584,0
10,11,77.52962625,0.313949513,84.8,6,53200.86315,2,0.013041778,49.7260274,0
11,1,68.45943482,0.421053732,79.23,7,25251.11556,3,0.002267412,70.0913242,1
14,6,37.64813127,0.540419041,77.9,3,46367.37043,2,0.231087541,49.31506849,0
16,13,70.00911577,0.198190408,77.27,6,39117.45998,0,0.009398348,29.6347032,0
13,1,97.67547858,0.208287775,81.39,4,23086.02269,2,0.042786406,28.63013699,0
13,5,61.03008204,0.48596538,77.62,7,17343.66222,1,0.00179098,62.37442922,1
13,12,57.88514129,0.426823657,80.07,2,39313.00596,2,0.534664927,51.78082192,1
23,4,66.90975387,0.36371511,77.62,4,35962.42199,2,0.065992443,2.739726027,0
13,2,65.67912489,0.551237649,75.8,2,23197.32945,1,0.314050656,27.62557078,0
13,22,45.89790337,0.804753696,77.55,2,24034.95671,0,0.328620657,50.50228311,1
17,3,82.58887876,0.218745763,79.15,4,41380.20066,3,0.076505898,16.11872146,0
13,0,68.36827712,0.388237288,84.21,2,31748.25295,3,0.428633208,28.90410959,0
11,9,81.58614403,0.29627912,79.62,7,36737.25758,4,0.003121649,68.85844749,1
19,5,66.63628077,0.368403173,78.73,2,40716.71421,2,0.55117256,20.4109589,0
11,4,73.92889699,0.436199784,83.07,7,26023.20726,3,0.00234866,68.67579909,1
8,12,77.66636281,0.276084385,84.48,5,53200.86315,2,0.035165033,55.61643836,1
13,8,71.05742935,0.306376488,86.57,4,37158.72552,3,0.067964505,27.85388128,0
13,7,85.09571559,0.199632889,77.95,5,45783.52766,2,0.031615331,52.46575342,1
13,3,61.66818596,0.346405337,78.66,4,36292.19498,1,0.065764942,30,0
8,2,100,0.21441832,84.83,3,41662.69223,3,0.208414226,56.89497717,1
21,11,68.55059253,0.231006852,77.86,7,26992.78692,2,0.002143519,39.543379,0
12,8,44.89516864,0.621197981,80.25,4,45343.98698,3,0.083851546,54.42922374,1
7,19,76.52689152,0.374533718,77.69,2,19525.85738,2,0.252547765,71.59817352,1
12,10,51.09389243,0.341717274,82.45,4,29832.35471,2,0.054445065,43.65296804,0
9,3,76.29899727,0.258774612,79.47,3,27417.59945,0,0.135850462,54.52054795,1
16,2,47.26526892,0.514093761,80.47,2,30701.49036,3,0.41673381,16.48401826,0
11,7,65.22333637,0.348929679,80.84,2,28248.20035,1,0.382297819,57.35159817,1
12,3,57.01914312,0.399777137,80.27,7,25794.58087,3,0.002281694,32.55707763,0
21,4,64.12944394,0.245792283,85.22,7,28326.86045,0,0.002704366,2.648401826,0
15,1,80.62898815,0.396892175,85.3,4,39527.63881,0,0.073123348,20.95890411,0
10,0,66.90975387,0.302770285,79.24,7,41567.52106,2,0.003762409,49.08675799,0
12,8,70.10027347,0.22848251,75.05,5,20520.74105,4,0.014638219,53.88127854,1
20,9,67.6390155,0.505078255,80.51,1,36873.07077,2,1.346364085,16.66666667,0
17,4,69.4165907,0.246874144,81.95,2,32990.91494,1,0.447798128,39.7260274,0
12,6,70.19143118,0.316834475,80.37,2,38350.71956,0,0.51935507,56.57534247,1
20,3,66.68185962,0.353257122,78.09,7,28356.8132,0,0.002763505,40.1369863,0
8,4,60.57429353,0.476228633,82.03,3,18214.70627,3,0.089254962,44.42922374,0
14,7,62.12397448,0.232088713,81.82,6,27255.61956,1,0.006603423,37.30593607,0
19,3,64.5396536,0.28257555,79.47,3,38399.4551,2,0.190396357,19.36073059,0
12,2,64.99544211,0.289787955,83.83,2,40981.16893,2,0.556483734,55.57077626,1
9,5,50.91157703,0.645359538,79.06,4,26015.96294,1,0.047668335,52.78538813,1
11,1,61.71376481,0.370927515,78.32,7,22248.33504,2,0.001966385,68.49315068,1
4,11,50.59252507,0.408071403,83.5,3,40844.10823,1,0.204090221,72.55707763,1
9,9,78.57793984,0.39112225,81.73,2,42692.4127,2,0.577778977,54.84018265,1
16,2,60.11850501,0.358305806,79.82,2,42621.84361,3,0.576823928,54.10958904,1
12,1,74.56700091,0.344241616,80.53,2,35354.64915,4,0.478763293,56.57534247,1
19,6,61.48587056,0.330898666,80.25,3,19201.50213,0,0.097059186,31.68949772,0
10,6,72.01458523,0.225597548,79.39,1,34397.75742,2,1.268472711,39.13242009,0
14,0,36.78213309,0.454952038,77.74,7,33637.18008,3,0.003116459,36.62100457,0
14,5,62.71649954,0.461803823,83.01,7,35154.72726,2,0.003214794,58.99543379,1
10,5,53.60072926,0.476589254,78.91,6,32677.20608,2,0.007767288,36.80365297,0
15,0,73.88331814,0.364796971,80.72,6,34727.77518,3,0.008427571,32.87671233,0
8,12,62.89881495,0.44521529,82.66,3,37378.44026,0,0.186439935,57.12328767,1
16,0,70.19143118,0.308900829,79.27,7,22121.02976,2,0.001900375,51.36986301,1
10,10,70.19143118,0.555925712,77.62,1,36925.03526,2,1.363369436,49.26940639,0
11,3,64.81312671,0.276805626,81.85,7,30442.0287,3,0.002900787,69.9543379,1
12,20,57.15587967,0.725417238,80.8,3,45955.03814,0,0.226944244,44.56621005,0
2,0,56.3810392,0.381024883,82.82,7,36104.85699,1,0.003121649,71.59817352,1
14,2,97.76663628,0.256971511,83.34,1,31279.25913,2,1.142419445,47.03196347,0
12,2,56.15314494,0.537534079,82.64,7,41724.56872,1,0.003837084,42.10045662,0
10,7,66.31722881,0.278608727,77.27,7,16029.08124,4,0.001234514,72.87671233,1
9,4,37.28350046,0.694764515,88.18,7,27237.90631,2,0.002280337,74.20091324,1
13,7,81.35824977,0.303130905,78.31,4,30992.04278,3,0.05632954,28.08219178,0
14,2,49.95442115,0.354338983,80.71,2,36091.55277,1,0.493845718,36.43835616,0
12,4,86.50865998,0.362993869,77,6,24720.96939,2,0.006077408,30.3196347,0
9,2,55.69735643,0.380303642,77.52,3,42253.18094,4,0.211178176,52.96803653,1
11,4,75.15952598,0.326571223,77.94,1,24420.713,2,0.894409699,36.11872146,0
11,18,62.26071103,0.289066715,88.71,2,51010.50638,3,0.690878232,56.25570776,1
13,17,75.20510483,0.52527299,79.53,6,38428.20202,3,0.009682691,41.68949772,0
13,3,61.03008204,0.496423368,77.39,5,25094.35704,3,0.016309352,62.96803653,1
13,4,75.84320875,0.324046881,79.47,7,39615.1051,2,0.003456042,63.83561644,1
9,12,60.98450319,0.33666859,86.43,1,49722.57434,3,1.907925646,41.14155251,0
14,13,56.83682771,0.375976199,82.11,5,35120.77623,2,0.023244491,23.78995434,0
8,0,70.00911577,0.353257122,82.2,3,34142.82827,0,0.1720013,79.543379,1
16,0,72.24247949,0.331259286,79.91,4,23643.27852,0,0.043568869,16.52968037,0
18,14,65.90701914,0.49930833,80.51,6,34198.75696,3,0.008737944,22.69406393,0
16,15,75.38742024,0.392925352,76.02,7,22951.83593,1,0.00246153,43.33333333,0
14,2,69.69006381,0.372730617,81.82,2,43971.71045,1,0.596791289,49.08675799,0
15,8,75.25068368,0.380303642,76.18,6,45290.89147,2,0.011556872,32.87671233,0
15,1,78.48678213,0.386434187,79.45,2,59108.87717,2,0.775872856,45.79908676,0
12,3,72.92616226,0.386073567,76.73,6,39422.84677,4,0.009890656,44.06392694,0
8,3,73.65542388,0.368042553,77.17,4,41917.32217,3,0.076320599,46.62100457,0
9,2,75.47857794,0.370927515,76.32,2,31290.80933,2,0.423471024,54.29223744,1
15,0,82.13309025,0.176553191,79.52,1,38360.57307,3,1.40966133,31.73515982,0
11,0,57.15587967,0.300606563,85.61,6,40968.8743,4,0.009883079,46.21004566,0
7,0,59.38924339,0.364796971,83.08,6,30551.91447,2,0.00756717,82.23744292,1
4,2,75.15952598,0.249759106,79.76,3,28201.73534,1,0.141000605,58.35616438,1
14,14,70.64721969,0.370206275,79.17,2,42622.37152,1,0.57878352,48.17351598,0
15,5,64.26618049,0.335226109,76.4,6,22429.33718,2,0.005009797,33.24200913,0
16,3,78.80583409,0.205402813,78.84,6,42630.00168,2,0.010582328,29.13242009,0
12,12,43.80127621,0.675651641,81.74,2,33060.13322,3,0.447344516,42.92237443,0
15,3,62.07839562,0.344962856,82.45,3,26433.28614,3,0.131363387,31.96347032,0
16,0,86.9644485,0.220548864,76.89,3,42630.00168,3,0.211596152,30.3196347,0
13,0,63.17228806,0.556286332,77.59,4,26257.38792,2,0.048606633,26.21004566,0
16,15,75.25068368,0.315391994,76.6,4,48882.99695,1,0.089219108,17.16894977,0
13,54,87.46581586,0.257692752,78.33,7,40762.81328,0,0.00359948,38.31050228,0
11,4,46.8094804,0.563498738,81.12,4,24626.23299,2,0.045332399,68.67579909,1
10,6,77.75752051,0.241104219,84.53,2,25716.03912,3,0.350179582,62.14611872,1
9,2,79.89972653,0.523469888,79.24,6,19446.33391,1,0.004316395,53.47031963,1
9,34,46.08021878,0.804753696,77.55,4,48401.0074,1,0.088497376,40.86757991,0
18,3,68.77848678,0.412038226,78.33,1,28746.84461,2,1.06012201,22.28310502,0
14,6,62.07839562,0.330898666,78.31,7,22736.38233,4,0.001666257,34.61187215,0
13,29,72.37921604,0.303130905,80.22,7,32861.27684,0,0.003219267,62.42009132,1
7,0,70.00911577,0.463967544,80.75,7,34439.54616,2,0.003000485,83.65296804,1
17,0,55.05925251,0.369485034,80.96,2,39482.94183,3,0.533529521,38.44748858,0
16,0,58.61440292,0.32332564,80.03,4,28986.65748,3,0.053758613,17.71689498,0
20,13,60.80218778,0.407710783,78.49,4,37241.40147,3,0.068229449,27.53424658,0
16,15,60.52871468,0.370566895,76.77,2,38767.3596,1,0.530620426,54.10958904,1
9,3,72.01458523,0.407710783,75.4,3,25279.72404,2,0.126257239,41.41552511,0
18,2,71.42206016,0.267429499,78.16,6,27801.68407,2,0.006857542,9.497716895,0
10,7,56.88240656,0.490653444,79.99,1,39396.11662,1,1.443530955,36.43835616,0
16,8,62.53418414,0.288345474,78,7,36059.22158,1,0.003185578,18.31050228,0
15,5,70.00911577,0.547270826,76.39,1,21043.0746,3,0.770245197,43.33333333,0
15,1,74.56700091,0.399055896,80.67,3,39449.38924,2,0.194113958,31.96347032,0
19,0,53.23609845,0.492817166,79.72,2,37999.3671,2,0.51535463,31.82648402,0
17,5,71.37648131,0.356863325,82.66,4,34711.14822,3,0.063093129,12.92237443,0
16,7,65.13217867,0.439084746,75.94,7,24411.82913,0,0.00243244,31.27853881,0
17,5,76.34457612,0.20143599,80.83,4,25245.63477,3,0.045618295,13.69863014,0
14,0,56.97356427,0.544025243,76.44,5,31051.27797,2,0.019846267,47.48858447,0
12,18,77.11941659,0.243989181,76.5,5,18147.48347,2,0.010807266,56.11872146,1
15,9,84.27529626,0.21441832,79.93,2,38116.55169,1,0.515851432,46.11872146,0
14,8,39.83591613,0.518781825,80.55,1,38783.35661,2,1.428695679,25.29680365,0
13,2,99.95442115,0.372369996,78.52,1,36035.19614,1,1.323124286,28.08219178,0
13,0,67.18322698,0.293394158,83.56,4,14871.66492,2,0.026315847,50.1826484,1
18,8,80.40109389,0.293394158,79.18,2,48352.0148,3,0.659387128,35.25114155,0
16,6,50.27347311,0.329095564,79.28,5,20186.49709,2,0.013601555,53.74429224,1
12,10,68.96080219,0.331259286,79.4,6,28101.32548,2,0.006656118,42.87671233,0
11,22,78.53236098,0.271035701,85.36,2,36493.19435,3,0.494990147,59.9086758,1
19,2,71.19416591,0.438724125,79.72,3,18241.05709,2,0.090168947,20.86757991,0
13,4,56.51777575,0.486326001,79.99,4,28454.4614,1,0.051670389,40.73059361,0
13,28,50.0911577,0.494259647,77.74,1,29601.07806,1,1.088962805,27.53424658,0
13,7,61.66818596,0.344962856,77.03,7,21079.29955,2,0.001877047,64.38356164,1
11,1,77.25615314,0.269953841,77.4,4,34310.6179,3,0.063407852,34.33789954,0
14,5,38.10391978,0.629852867,79.92,6,26015.96294,3,0.006794821,34.15525114,0
8,0,70.37374658,0.330898666,85.64,6,40561.69267,1,0.010337571,56.30136986,1
10,7,45.25979945,0.520945546,81.8,7,21768.78552,5,0.001829376,60.1826484,1
12,3,55.92525068,0.385352326,84.72,3,15092.118,0,0.075609171,42.32876712,0
9,30,54.05651778,0.303130905,80.71,7,23192.15587,2,0.002123894,78.21917808,1
15,5,54.8769371,0.365518211,77.27,4,28716.27546,1,0.053593328,33.78995434,0
14,11,62.9443938,0.321522539,79.86,6,27059.94847,3,0.006860819,36.57534247,0
7,10,76.93710119,0.397974035,79.79,4,14552.73491,3,0.027781477,48.67579909,0
15,7,54.28441203,0.551958889,79.61,3,39380.29135,2,0.195200993,35.11415525,0
12,6,74.93163172,0.28293617,77.75,4,30077.41619,2,0.054286267,30.1826484,0
16,8,53.00820419,0.520945546,77.99,1,39565.83448,2,1.461348222,40.77625571,0
13,6,61.4402917,0.444133429,75.94,2,32314.57738,0,0.436714351,26.71232877,0
8,2,59.61713765,0.451345835,77.69,3,24664.52893,3,0.122219447,55.38812785,1
13,0,77.71194166,0.362272629,79.34,4,27433.25587,2,0.049983339,29.08675799,0
10,0,68.82406563,0.281493689,80.53,6,37678.01346,1,0.010025347,50.77625571,1
14,17,76.02552416,0.434036062,77.39,5,43887.30197,2,0.029967482,36.57534247,0
9,1,70.69279854,0.39040101,76.14,2,33309.94,1,0.451859983,66.25570776,1
11,3,84.04740201,0.197108547,79.87,3,26757.66568,3,0.13411019,47.53424658,0
15,4,64.94986326,0.549434547,79.46,6,36736.64282,2,0.008922525,32.23744292,0
12,9,48.90610757,0.422496213,81.89,3,33426.18103,1,0.164634008,32.55707763,0
16,3,73.19963537,0.204320952,76.63,1,49396.87641,3,1.863856481,18.31050228,0
12,1,48.13126709,0.670963577,79.74,3,47541.00507,3,0.23368441,44.65753425,0
15,0,67.6390155,0.314310133,80.89,2,35237.77755,2,0.478473146,56.21004566,1
14,2,49.17958067,0.511569419,79.33,4,13118.5373,2,0.024667518,25.98173516,0
12,1,82.13309025,0.30998269,79.68,7,46540.24679,2,0.003837084,68.03652968,1
17,15,70.69279854,0.276805626,79.63,5,32269.06835,1,0.021984843,26.52968037,0
12,0,72.24247949,0.321161918,76.3,2,38661.07702,2,0.521352905,32.19178082,0
15,9,61.53144941,0.385712946,86.43,1,29033.29425,3,1.065207681,21.46118721,0
11,15,71.46763902,0.258053372,79.85,5,34703.19719,3,0.023639682,35.98173516,0
8,1,71.42206016,0.324046881,81.32,4,29978.38207,1,0.055119247,46.25570776,0
10,6,80.81130356,0.219827624,80.21,1,16008.74509,1,0.589488708,37.48858447,0
14,10,61.66818596,0.453509556,78.47,6,30858.54314,3,0.007962063,37.26027397,0
14,22,60.48313582,0.419971872,82.39,5,37158.0803,0,0.024404521,23.01369863,0
13,3,89.97265269,0.328734944,84,5,37242.77491,2,0.024465794,40.91324201,0
12,10,57.88514129,0.72794158,76.14,3,36159.90088,2,0.180019959,42.87671233,0
10,1,53.23609845,0.584775334,79.58,5,24122.82342,1,0.016698755,38.03652968,0
16,4,56.83682771,0.586939055,78.96,3,28454.4614,3,0.141294026,30.91324201,0
11,6,74.2935278,0.283657411,81.27,4,29518.33153,2,0.05288747,36.07305936,0
18,1,72.78942571,0.317195096,77.36,3,33108.51218,3,0.164679544,22.37442922,0
16,1,70.51048314,0.331259286,76.95,2,36906.1699,3,0.501428821,30.68493151,0
11,3,78.94257065,0.179438154,80.97,7,40028.32614,3,0.003578486,59.17808219,1
12,0,40.51959891,0.598118283,77.25,5,33372.81979,4,0.021597593,53.24200913,1
15,2,40.29170465,0.516978723,78.4,6,27755.4735,4,0.006491343,44.52054795,0
13,1,94.07474932,0.180520014,77.91,3,36929.42172,2,0.184264146,40.91324201,0
17,5,80.674567,0.288706094,77.91,2,23373.61977,1,0.315570346,38.03652968,0
12,4,56.15314494,0.45855824,84.52,7,32475.3942,1,0.003173757,56.43835616,1
9,17,68.36827712,0.397974035,76.96,3,24023.58775,2,0.119606401,53.74429224,1
